,category,compatibility,name,price,rating,size,total_languages,price_category
1414, Utilities, OS X 10.6 or later,Zip Expert,2,2.8, 1.6 MB,1,1
1415, Business, OS X 10.6  ,Zilla JPG To PDF Converter,30,0.0, 1.4 MB,1,1
1416, Business, OS X 10.6.6 or later,ZGesti_n facturaci_n Cloud,0,0.0, 14.2 MB,0,0
1417, Business, OS X 10.8  ,ZGesti_n Facturaci_n,0,0.0, 20.6 MB,0,0
1418, Business, OS X 10.8  ,ZFactura Presupuesto y factura,0,0.0, 18.6 MB,0,0
1419, Business, OS X 10.7.4 or later,Zen Writer,15,1.0, 50.4 MB,2,1
1420, Business, OS 10.13  ,ZCharts Chart Maker,0,4.5, 5.7 MB,1,0
1421, Business, OS X 10.8  ,Z-Agenda Cloud,0,0.0, 17.5 MB,0,0
1422, Business, OS X 10.7 or later,Yellow Pages,0,3.7, 977.5 KB,1,0
1423, Utilities, OS X 10.11  ,Yang,5,5.0, 8.6 MB,6,1
1424, Social Networking, OS X 10.11  ,YaChat,-1,0.0, 2.9 MB,1,0
1425, Developer Tools, OS X 10.11  ,Xversion,20,4.8, 36.7 MB,1,1
1426, Productivity, OS X 10.7  ,XPSView Lite,0,1.0, 5 MB,1,0
1427, Productivity, OS X 10.7  ,XPSView : Read XPS and OXPS documents and Export to PDF,3,5.0, 5 MB,1,1
1428, Productivity, OS X 10.6.6  ,"XPS-to-PDF : Batch Convert XPS and OXPS files into PDF, Images & Text",10,4.0, 4 MB,1,1
1429, Productivity, OS X 10.7  ,XPS-to-PDF Lite,0,1.5, 4.1 MB,1,0
1430, Utilities, OS X 10.9  ,XPS-Converter-Lite,0,1.0, 13.3 MB,1,0
1431, Productivity, OS X 10.8  ,XPS Viewer Plus,2,0.0, 5 MB,1,1
1432, Productivity, OS X 10.9  ,XPS Viewer + XPS to PDF,0,1.0, 7.3 MB,1,0
1433, Business, OS X 10.8  ,XPS to PDF Super,7,4.0, 28.6 MB,1,1
1434, Productivity, OS X 10.6  ,XPS to PDF Star,1,3.0, 6.5 MB,1,1
1435, Business, OS X 10.7  ,XPS Reader Plus - Open & Convert Your XPS & OXPS Files,3,2.0, 10.3 MB,2,1
1436, Business, OS X 10.7  ,XPS Opener View & Convert XML Paper Specification Documents,3,3.0, 11.7 MB,2,1
1437, Utilities, OS X 10.11  ,Xoterm,0,0.0, 899.1 KB,1,0
1438, Productivity, OS 10.14  ,XNote Organiser,6,0.0, 3.6 MB,3,1
1439, Developer Tools, OS X 10.6  ,XML Formatter,3,2.5, 1.7 MB,1,1
1440, Developer Tools, OS X 10.11  ,Xliff Editor,10,3.0, 2.1 MB,5,1
1441, Utilities, OS X 10.8  ,XGuard,0,1.7, 5.6 MB,2,0
1442, Business, OS X 10.10  ,Xbar-R chart,3,0.0, 539.2 KB,1,1
1443, Business, OS X 10.8  ,X-Calc ( Commercial Calculator for Business ),0,2.5, 5.2 MB,1,0
1444, Business, OS X 10.10 or later,X Word - for Microsoft Word Edition & Open Office Format,20,1.0, 6.9 MB,1,1
1445, Business, OS X 10.10  ,VSDX Annotator for Visio files,23,3.0, 13.6 MB,1,1
1446, Business, OS X 10.11  ,VSDConverter,0,2.0, 32 MB,1,0
1447, Business, OS X 10.9  ,VSD Viewer Pro,5,3.3, 22.9 MB,1,1
1448, Business, OS X 10.9  ,VSD Viewer for Visio Drawings,15,4.8, 14.3 MB,1,1
1449, Productivity, OS X 10.9  ,VSD Viewer + VSD to PDF,0,1.2, 16 MB,1,0
1450, Business, OS X 10.10  ,VSD Viewer & Converter for MS Visio,15,1.0, 2.4 MB,1,1
1451, Business, OS X 10.9  ,VSD and VSDX Viewer,3,0.0, 17.8 MB,1,1
1452, Utilities, OS X 10.6.6  ,VPN!Assistant,3,0.0, 2.7 MB,2,1
1453, Productivity, OS X 10.11  ,VPN Unlimited - WiFi Proxy,0,4.4, 9.2 MB,10,0
1454, Business, OS X 10.9  ,VPN Shield: Internet WiFi Security & Unblock Web,0,1.4, 2.8 MB,10,0
1455, Utilities, OS X 10.11  ,VPN Server PRO Client,0,3.0, 24.6 MB,1,0
1456, Business, OS X 10.7  ,VPN Server Agent,3,5.0, 1.3 MB,1,1
1457, Utilities, OS X 10.11  ,VPN Pro - Unlimited Wifi Proxy,0,4.6, 1.2 MB,1,0
1458, Utilities, OS X 10.11  ,VPN Plus,0,4.0, 550.9 KB,1,0
1459, Utilities, OS X 10.9  ,VPN Monitor,4,3.7, 3.5 MB,1,1
1460, Utilities, OS X 10.6  ,VPN Manager,4,2.8, 993.9 KB,1,1
1461, Utilities, OS X 10.11  ,VPN Client - Best VPN Service,0,3.2, 18.6 MB,1,0
1462, Business, OS X 10.9.0  ,VoIPstudio,0,0.0, 54.1 MB,50,0
1463, Utilities, OS X 10.10  ,Voifinity PBX,0,5.0, 4.9 MB,3,0
1464, Reference, OS X 10.10  ,Voice Service Dictation,2,1.8, 4.8 MB,1,1
1465, Productivity, OS X 10.6 or later,Voice Reminder EX,3,3.8, 1.1 MB,1,1
1466, Business, OS X 10.10  ,Voice Recorder : HD Audio Memo,0,1.8, 4.5 MB,25,0
1467, Business, OS X 10.7  ,VMT,11,3.2, 2.8 MB,4,1
1468, Business, OS X 10.9  ,Voice Memo,2,2.0, 4.4 MB,1,1
1469, Business, OS X 10.5  ,Voice Email,1,1.0, 1.7 MB,1,1
1470, Productivity, OS X 10.10.0  ,Vizzlo,0,0.0, 125.8 MB,50,0
1471, Business, OS 10.13  ,Vithanco TOC,10,4.0, 9 MB,1,1
1472, Productivity, OS 10.13  ,Vithanco IBIS,5,5.0, 9 MB,1,1
1473, Productivity, OS 10.13  ,Vithanco,0,0.0, 9.4 MB,1,0
1474, Productivity, OS X 10.11  ,Vitamin-R 3,25,4.4, 59.8 MB,1,1
1475, Business, OS X 10.10  ,Vitamin-R 2,25,3.8, 61 MB,1,1
1476, Productivity, OS X 10.10.0  ,Visualfy Data,0,5.0, 61.2 MB,50,0
1477, Graphics & Design, OS X 10.11  ,VisualDesigner,0,4.1, 67.5 MB,21,0
1478, Productivity, OS X 10.7  ,Visual Sitemap Builder,1,1.3, 6 MB,1,1
1479, Reference, OS X 10.8  ,Visual Journal,2,0.0, 1.5 MB,1,1
1480, Business, OS X 10.11  ,Visual Graphic Design- CAD/CAM,18,0.0, 60.2 MB,1,1
1481, Utilities, OS X 10.7  ,VisioReader,5,2.0, 11.2 MB,1,1
1482, Productivity, OS X 10.10  ,Visio Viewer,7,1.0, 14.1 MB,1,1
1483, Business, OS X 10.10  ,Virtway Events,-1,0.0, 58.2 MB,1,0
1484, Utilities, OS 10.12  ,VipRiser PDF Ops,12,1.0, 11.4 MB,1,1
1485, Productivity, OS X 10.11  ,ViPNet Connect,0,0.0, 41.1 MB,5,0
1486, Productivity, OS 10.12  ,ViPNet Client,0,0.0, 5 MB,3,0
1487, Business, OS 10.12  ,VIGIL DVPlayer,0,0.0, 10.1 MB,1,0
1488, Business, OS 10.12  ,VIGIL Client Lite,0,2.5, 20.9 MB,1,0
1489, Productivity, OS 10.14  ,VigCal,0,1.0, 14.5 MB,6,0
1490, Utilities, OS X 10.7  ,Viewer For XPS File,2,1.0, 9.6 MB,1,1
1491, Business, OS X 10.7  ,Viewer for PST File,7,1.0, 3.3 MB,1,1
1492, Productivity, OS X 10.7  ,Viewer for DWG,8,1.0, 11.5 MB,1,1
1493, Utilities, OS X 10.6  ,Viewer For DJVU File,4,3.5, 1.4 MB,1,1
1494, Business, OS X 10.11  ,Viewer for Access Database,8,3.0, 12.6 MB,10,1
1495, Productivity, OS X 10.10.0  ,Vieta,0,0.0, 70.1 MB,50,0
1496, Business, OS X 10.10  ,Vidrio,0,5.0, 2.5 MB,1,0
1497, Video, OS X 10.7 or later,Video Watermark,2,3.7, 1.7 MB,1,1
1498, Developer Tools, OS X 10.7  ,VicugnaFree,0,1.0, 2 MB,1,0
1499, Business, OS 10.12.0  ,VictronConnect,0,3.9, 41.8 MB,0,0
1500, Education, OS X 10.7  ,Victorian Learner Permit Practice Test,9,0.0, 2 MB,1,1
1501, Finance, OS X 10.6.6 or later,Vicinno Financial Calculator,15,4.5, 4.1 MB,1,1
1502, Business, OS X 10.10  ,Veterinary Software Pro,30,1.0, 711.2 KB,1,1
1503, Business, OS X 10.10  ,Verified First,0,0.0, 8.2 MB,1,0
1504, Business, OS X 10.6  ,Vectorizer Graphic Converter - for Adobe Illustration & DXF formats,25,1.0, 2.3 MB,1,1
1505, Finance, OS X 10.9.5  ,Vat Tax Calculator,1,0.0, 3 MB,1,1
1506, Finance, OS X 10.7  ,VAT Sales Tax Calculator,1,0.0, 1.5 MB,6,1
1507, Business, OS X 10.11  ,VAT Making Tax Digital,0,0.0, 1.9 MB,1,0
1508, Business, OS X 10.6 or later,VAT Calculator - Easy Way to Calculate VAT,3,0.0, 12.8 MB,9,1
1509, Finance, OS X 10.6 or later,VAT Calculator,1,0.0, 711.3 KB,1,1
1510, Finance, OS X 10.10  ,VAT Calc %,1,0.0, 4 MB,3,1
1511, Medical, OS X 10.9 or later,Valor Cirurgico,1,0.0, 6.5 MB,7,1
1512, Business, OS X 10.9  ,Vacancy Manager,45,0.0, 133 MB,6,1
1513, Productivity, OS X 10.10  ,Wunderlist: To-Do List & Tasks,0,4.9, 52.9 MB,33,0
1514, Lifestyle, OS X 10.7  ,Wr Dte Home - The Best Word Processor Alternative,10,3.0, 7.9 MB,1,1
1515, Business, OS X 10.7  ,Wr Dte Docs - Powerful Word Processor,20,2.5, 13.3 MB,1,1
1516, Productivity, OS X 10.8  ,Writer - Online Word Processor,0,3.6, 2.1 MB,1,0
1517, Business, OS X 10.6 or later,WriteExpress 4001 Letters,20,2.7, 10.1 MB,1,1
1518, Business, OS X 10.7  ,"Writed Pro - for Word, OpenOffice, Markdown and RTF",5,5.0, 1.3 MB,1,1
1519, Productivity, OS X 10.11  ,Writed Beautiful markdown app,1,2.0, 2.7 MB,1,1
1520, Productivity, OS X 10.6.6  ,Write Pad,10,3.5, 1.3 MB,1,1
1521, Productivity, OS X 10.11  ,WrApp for Google Docs,4,3.1, 2.6 MB,1,1
1522, Productivity, OS X 10.6  ,WPXO,3,3.0, 645.7 KB,7,1
1523, Business, OS X 10.7  ,WPSConvert - for MS Works,5,3.6, 119.1 MB,1,1
1524, Business, OS X 10.8  ,WPS Reader - Read WPS Files and Convert to PDF,4,5.0, 2.9 MB,1,1
1525, Productivity, OS 10.12  ,WPS Office,0,4.0, 257.6 MB,1,0
1526, Utilities, OS X 10.8  ,WPD-Converter-Lite,0,1.0, 13.6 MB,1,0
1527, Productivity, OS X 10.7  ,WPD Viewer Pro,4,4.8, 6.1 MB,1,1
1528, Business, OS X 10.8  ,WPD Reader - Viewer for Corel WordPerfect,5,1.0, 114.2 MB,1,1
1529, Utilities, OS X 10.7  ,WPD Converter,5,3.9, 118.9 MB,1,1
1530, Business, OS X 10.10  ,WOW Trk,0,0.0, 3.2 MB,1,0
1531, Productivity, OS X 10.10.0  ,Woven Calendar,0,4.3, 60.5 MB,1,0
1532, News, OS X 10.8  ,WorldTimez Desktop 3,4,0.0, 52.7 MB,2,1
1533, Business, OS X 10.11  ,WorldCard Team,0,1.0, 28.4 MB,12,0
1534, Graphics & Design, OS X 10.6  ,World Flags for Documents,4,2.0, 9.4 MB,1,1
1535, Travel, OS X 10.7  ,World Clock App,9,2.2, 6 MB,1,1
1536, Utilities, OS X 10.11  ,Worktime,1,3.0, 8.2 MB,12,1
1537, Business, OS X 10.11  ,Workspot,0,2.7, 11.1 MB,2,0
1538, Finance, OS X 10.6 or later,Workshop for Microsoft Excel 2016,10,1.0, 1.6 GB,1,1
1539, Business, OS X 10.8  ,Works Reader,5,1.0, 113.7 MB,1,1
1540, Utilities, OS X 10.6 or later,Works Document Viewer,4,3.2, 4.5 MB,12,1
1541, Business, OS X 10.6 or later,Workbooks for Microsoft Office - Training and video tutorials,15,0.0, 1.6 GB,1,1
1542, Productivity, OS X 10.6.6  ,Work-Timer,15,0.0, 1.3 MB,2,1
1543, Business, OS X 10.10  ,Work Time Monitor - Easy Tray Timer,0,1.0, 16.4 MB,1,0
1544, Business, OS X 10.10  ,Work Schedule Pro - Staff Timetable Planner,20,1.0, 8.9 MB,9,1
1545, Business, OS X 10.10  ,Work Schedule - Daily Planner,0,1.0, 21.2 MB,11,0
1546, Business, OS X 10.10  ,Work Clock - Timesheet Manager,0,1.0, 5 MB,1,0
1547, Utilities, OS 10.13  ,Work Clock,2,4.5, 3.8 MB,4,1
1548, Utilities, OS X 10.11  ,Work Calendar - Schedule Plan,0,1.0, 22.5 MB,10,0
1549, Business, OS 10.13  ,Work at Night,2,4.3, 9.3 MB,1,1
1550, Productivity, OS X 10.8 or later,WordTarget,4,3.0, 2.7 MB,1,1
1551, Productivity, OS X 10.7  ,WordPerfect WPD Opener - View & Convert WordPerfect Documents,5,3.0, 8.7 MB,2,1
1552, Utilities, OS X 10.7  ,WordPerfect Document Viewer,6,3.5, 4.8 MB,12,1
1553, Business, OS X 10.6.6  ,Word-Templates,1,0.0, 514.7 MB,1,1
1554, Business, OS X 10.8.0  ,Word Writer - a simple word processor,0,1.3, 1.1 MB,1,0
1555, Utilities, OS X 10.4.0 or later,Word To Go - for Microsoft Word edition & OpenOffice,15,1.0, 1.7 MB,1,1
1556, Productivity, OS X 10.10  ,Word Counter Pro,0,4.7, 6.3 MB,1,0
1557, Business, OS X 10.9  ,Word Count Popup,5,5.0, 1.4 MB,1,1
1558, Utilities, OS X 10.10  ,WOL Wake,1,4.4, 7.3 MB,1,1
1559, Business, OS X 10.10  ,Wizard Pro,200,5.0, 6.7 MB,1,1
1560, Productivity, OS X 10.10  ,Wizard - Statistics & Analysis,80,4.8, 6.7 MB,1,1
1561, Finance, OS X 10.8  ,Withholding Calc,1,1.0, 858.8 KB,1,1
1562, Business, OS X 10.10.0  ,Wire  Secure Messenger,0,3.5, 71.2 MB,50,0
1563, Productivity, OS 10.13  ,WipQ,16,0.0, 7 MB,1,1
1564, Productivity, OS X 10.11  ,WinOnX 64,0,3.0, 404.2 MB,7,0
1565, Business, OS X 10.10  ,Winmail.dat Viewer Pro Edition,3,4.6, 1.9 MB,1,1
1566, Productivity, OS X 10.9  ,Winmail.dat Viewer - Letter Opener 9,0,3.4, 12.4 MB,14,0
1567, Business, OS X 10.6  ,Winmail.dat to EML Converter,5,0.0, 5.4 MB,5,1
1568, Business, OS X 10.9  ,Winmail.Dat Reader Plus,4,0.0, 1.5 MB,2,1
1569, Business, OS X 10.7  ,Winmail.dat Reader,2,1.0, 993.9 KB,1,1
1570, Business, OS X 10.11  ,Winmail.dat Opener: DAT Reader,0,4.3, 12.6 MB,1,0
1571, Productivity, OS X 10.6  ,Winmail.dat File Opener Plus,7,4.0, 6.5 MB,5,1
1572, Business, OS X 10.9  ,Winmail.dat Email Viewer,2,0.0, 4.8 MB,1,1
1573, Utilities, OS X 10.8  ,Winmail-View,7,4.0, 899.7 KB,1,1
1574, Utilities, OS X 10.8  ,Winmail-Extractor-Lite,0,4.0, 469.6 KB,1,0
1575, Productivity, OS X 10.8  ,Winmail Reader-Lite,0,0.0, 2.4 MB,5,0
1576, Productivity, OS X 10.8  ,Winmail Reader,5,0.0, 2.4 MB,5,1
1577, Utilities, OS X 10.7  ,Winmail Opener Pro,0,4.0, 1.9 MB,1,0
1578, Utilities, OS X 10.7  ,Winmail Opener +,2,5.0, 2.2 MB,1,1
1579, Business, OS X 10.10  ,Winmail Decoder - The Best Winmail.dat Reader,8,1.5, 1.3 MB,1,1
1580, Business, OS X 10.9  ,WinMail DAT Viewer Pro,2,4.1, 22.9 MB,1,1
1581, Productivity, OS X 10.11  ,"Winmail DAT File Viewer: Open DAT,XPS,MSG files",0,3.8, 12.6 MB,1,0
1582, Business, OS X 10.6  ,Winmail DAT Explorer - your Winmail.dat viewer,2,1.0, 543.3 KB,1,1
1583, Utilities, OS X 10.9  ,WinArchiver Lite,0,2.3, 4.8 MB,2,0
1584, Utilities, OS X 10.9  ,WinArchiver,27,1.0, 4.8 MB,2,1
1585, Utilities, OS 10.13  ,WiFi Signal: Status Monitor,5,4.8, 1.1 MB,2,1
1586, Utilities, OS 10.13  ,WiFi Explorer Lite,0,4.8, 7 MB,5,0
1587, Business, OS X 10.7 or later,WhosOn Client,0,0.0, 8.1 MB,1,0
1588, Productivity, OS 10.13  ,Whatfix Guided Learning App,0,0.0, 31.5 MB,1,0
1589, Productivity, OS 10.12  ,Whatfix for Rakuten Marketing,0,0.0, 6.4 MB,1,0
1590, Business, OS X 10.9  ,WG Live Chat,0,0.0, 5.2 MB,1,0
1591, Business, OS X 10.10  ,WeChat Work,0,4.2, 41.4 MB,3,0
1592, Social Networking, OS X 10.11  ,WebSonar Pro,-1,0.0, 531.5 MB,1,0
1593, Business, OS X 10.10  ,Website Monitor-ify,5,0.0, 1.6 MB,1,1
1594, Utilities, OS 10.13  ,WebMap,5,2.0, 4.1 MB,1,1
1595, Business, OS X 10.6.6 or later,WebCrusher,0,1.0, 9.5 MB,2,0
1596, Video, OS X 10.9  ,Webcam Settings Control: Full Camera Adjustment,8,2.7, 1.7 MB,1,1
1597, Business, OS X 10.9  ,Webapp Translate,4,5.0, 887.4 KB,1,1
1598, Productivity, OS X 10.9  ,Web2App -Websites to real apps,5,3.0, 5.9 MB,1,1
1599, Business, OS X 10.6  ,Web Kiosk,5,1.0, 1.7 MB,1,1
1600, Developer Tools, OS X 10.6 or later,Web Form Builder Lite,0,4.0, 17 MB,3,0
1601, Developer Tools, OS X 10.6 or later,Web Form Builder,70,1.0, 20.1 MB,3,1
1602, Finance, OS 10.15  ,Wealth+,0,0.0, 769.5 KB,2,0
1603, Finance, OS 10.12  ,Wealth Tracker,100,0.0, 15.5 MB,1,1
1604, Business, OS X 10.9  ,WDB Viewer Pro,9,4.2, 22.9 MB,1,1
1605, Business, OS X 10.10  ,WD FileAgent,0,0.0, 7.4 MB,2,0
1606, Business, OS 10.12  ,Waverley,10,4.0, 4 MB,1,1
1607, Productivity, OS 10.13  ,Wave Mail - Email Client,0,3.0, 9.4 MB,1,0
1608, Productivity, OS X 10.7  ,WatermarkPDF Pro,10,4.7, 3.8 MB,1,1
1609, Business, OS X 10.7  ,WatermarkPDF,0,2.5, 3.8 MB,1,0
1610, Business, OS X 10.7  ,Watermark PDF - Image Text And More,4,1.3, 1.1 MB,1,1
1611, Business, OS X 10.6  ,Watch My Domains,49,5.0, 2.3 MB,1,1
1612, Business, OS 10.13  ,WarRoom,30,4.0, 13.3 MB,1,1
1613, Business, OS X 10.10  ,Waiterio Restaurant POS System,0,4.0, 3.7 MB,1,0
1614, Productivity, OS X 10.10.0  ,System-i Email Extractor,9,4.3, 21.1 MB,4,1
1615, Business, OS X 10.7  ,SynKitPro,4,3.0, 2.8 MB,5,1
1616, Business, OS X 10.7  ,Sync Folders Pro,9,4.0, 3 MB,25,1
1617, Business, OS X 10.7  ,Sync Folders,0,4.4, 2.9 MB,24,0
1618, Business, OS X 10.10  ,Swyx Desktop,0,1.0, 20.6 MB,5,0
1619, Business, OS X 10.6.6  ,SwotGut,5,1.0, 8.9 MB,0,1
1620, Business, OS X 10.10.0  ,Swit - Team collaboration hub,0,5.0, 82.6 MB,50,0
1621, Productivity, OS 10.14  ,SwiftoDo Desktop,10,4.3, 4.6 MB,1,1
1622, Business, OS X 10.11  ,SurfPro VPN  Best VPN to Protect Privacy and Data,0,3.0, 9.2 MB,1,0
1623, Productivity, OS 10.12  ,Supreme,0,5.0, 9.1 MB,3,0
1624, Business, OS X 10.7  ,SuperInvoice-inventory erp,50,1.0, 2.4 MB,25,1
1625, Business, OS 10.12  ,UpdatePromise,0,0.0, 32 MB,0,0
1626, Business, OS 10.12  ,Universal Time,2,1.4, 12.7 MB,1,1
1627, Utilities, OS 10.12.2  ,Universal Sticky Notes _ your memos always visible,2,1.6, 3.3 MB,1,1
1628, Utilities, OS X 10.11  ,Universal Popup Blocker,2,1.0, 3.4 MB,1,1
1629, Business, OS X 10.9  ,Universal Document Viewer Pro,10,2.0, 23.6 MB,1,1
1630, Productivity, OS X 10.6.6 or later,Universal Database,55,0.0, 107.2 MB,6,1
1631, Business, OS X 10.8  ,Unity Client,0,5.0, 5 MB,1,0
1632, Finance, OS X 10.7  ,Unit Calculator,1,0.0, 817.8 KB,1,1
1633, Utilities, OS X 10.9  ,Uninstaller - Remove Apps and Associated Files,3,2.5, 2.5 MB,1,1
1634, Business, OS X 10.8  ,Uniden WDVR,0,1.1, 4.9 MB,1,0
1635, Utilities, OS 10.13  ,UMS Client,0,2.0, 5.2 MB,1,0
1636, Business, OS X 10.11  ,Ultimate Backup,7,5.0, 20.9 MB,1,1
1637, Finance, OS X 10.7  ,UK Salary Calculator,2,4.0, 1.5 MB,1,1
1638, Utilities, OS X 10.11  ,UK Food Hygiene Data,1,0.0, 2.4 MB,1,1
1639, Business, OS 10.14  ,UH Enterprise,0,0.0, 11.7 MB,1,0
1640, Business, OS X 10.9.0  ,Udex,0,5.0, 58.3 MB,1,0
1641, Finance, OS X 10.11  ,UctoX 2,50,0.0, 17.4 MB,6,1
1642, Productivity, OS 10.12  ,TwelvePoint,10,1.0, 11.8 MB,32,1
1643, Social Networking, OS X 10.9  ,Tweetwall,-1,2.0, 293.5 KB,1,0
1644, Productivity, OS X 10.7  ,Tutum Nube,3,1.0, 7.7 MB,2,1
1645, Business, OS X 10.6 or later,Tutorials for MS Powerpoint 2016,9,1.0, 444.7 MB,1,1
1646, Productivity, OS X 10.6 or later,Tutor for Bento,3,4.3, 465.6 MB,1,1
1647, Productivity, OS X 10.6.6  ,Turbo Word - Word Processor for Your Daily Writing,10,3.7, 1.5 MB,1,1
1648, Business, OS X 10.8  ,Turbo PDF Merger,0,1.0, 531 KB,1,0
1649, Business, OS 10.12  ,Tunnel - Workspace ONE,0,5.0, 1.8 MB,19,0
1650, Business, OS X 10.11  ,TrustViewer,0,0.0, 1.3 MB,4,0
1651, Social Networking, OS X 10.10  ,TrueConf Client,0,3.0, 60.5 MB,2,0
1652, Business, OS X 10.11  ,Truck Cargo Packing,5,1.0, 5 MB,1,1
1653, Productivity, OS X 10.9  ,Troi TT,0,0.0, 5.5 MB,1,0
1654, Business, OS X 10.11  ,TripLogik Manager,0,0.0, 4.9 MB,1,0
1655, Business, OS X 10.10  ,Trillian,-1,3.9, 13.9 MB,1,0
1656, Business, OS X 10.10.0  ,Trello,0,4.3, 70.4 MB,50,0
1657, Productivity, OS 10.12  ,Treenity - Project Planner,0,2.8, 12.7 MB,3,0
1658, Business, OS X 10.7  ,Trash Without,1,1.0, 1.7 MB,1,1
1659, Utilities, OS X 10.11  ,"Transpeed - So fast, So stable",0,0.0, 3.7 MB,4,0
1660, Business, OS X 10.8  ,TransparentBusiness Timer,0,1.0, 342.6 KB,5,0
1661, Productivity, OS X 10.10  ,Transparent Notes,5,4.0, 1.3 MB,1,1
1662, Productivity, OS X 10.11  ,Transparent Documents,4,1.0, 2.8 MB,1,1
1663, News, OS X 10.10  ,Translator Professional+Widget,4,0.0, 7.9 MB,1,1
1664, Productivity, OS 10.12  ,Translate for Safari,5,0.0, 5.1 MB,1,1
1665, Business, OS X 10.11  ,TransientAccess Connect,0,5.0, 31.2 MB,1,0
1666, Productivity, OS X 10.6 or later,TransferBigFiles,0,2.9, 887.4 KB,1,0
1667, Business, OS 10.13  ,Transcribe Helper,6,2.5, 7.1 MB,1,1
1668, Finance, OS 10.13  ,Tramo - Transaction Monitor,0,0.0, 7.6 MB,1,0
1669, Finance, OS X 10.8  ,Trade and Financial Calculator,2,5.0, 1.4 MB,1,1
1670, Business, OS 10.12  ,Tracktiq,0,4.5, 6.3 MB,2,0
1671, Business, OS X 10.7  ,TrackingTime,0,4.3, 1.1 MB,5,0
1672, Finance, OS 10.12  ,Tracken,0,5.0, 7.2 MB,5,0
1673, Business, OS X 10.10  ,Track My Mileage Unlimited,15,1.0, 24.4 MB,1,1
1674, Business, OS X 10.10  ,Track My Mileage,-1,5.0, 24.3 MB,1,0
1675, Productivity, OS 10.13  ,TouchCast Pitch,-1,4.0, 101.9 MB,1,0
1676, Productivity, OS 10.14  ,Touch Tomato Timer,0,1.0, 2 MB,1,0
1677, Productivity, OS X 10.6  ,TopicRoom,0,1.0, 15.2 MB,0,0
1678, Business, OS 10.12  ,Top Contacts - Contact Manager,0,2.0, 4.8 MB,1,0
1679, Business, OS X 10.7  ,ToothPicsX,-1,0.0, 8.8 MB,1,0
1680, Business, OS X 10.8  ,Tools & Reports,150,0.0, 28.4 MB,0,1
1681, Productivity, OS X 10.11  ,Toolkit for Keynote-Templates,6,1.0, 26.4 MB,1,1
1682, Business, OS X 10.8  ,Toolbox for iBooks Author,0,2.3, 2.3 MB,1,0
1683, Finance, OS 10.12  ,Tokenary - Ethereum Wallet,0,4.5, 11.4 MB,1,0
1684, Business, OS X 10.10  ,Tok,0,2.3, 5.3 MB,2,0
1685, Productivity, OS X 10.11  ,Todoist: To-Do List & Tasks,0,3.9, 9.5 MB,18,0
1686, Productivity, OS X 10.8  ,Todo Cloud,0,3.6, 9.1 MB,10,0
1687, Productivity, OS X 10.8  ,Todo,15,2.7, 8.7 MB,10,1
1688, Business, OS 10.12  ,Today Tomorrow,6,3.0, 5.4 MB,12,1
1689, Utilities, OS X 10.10  ,Toast DVD,20,3.8, 185.6 MB,7,1
1690, Utilities, OS X 10.10  ,Toast Burn,20,3.9, 44.6 MB,7,1
1691, Productivity, OS X 10.6.6  ,To-do Lists,5,4.5, 2.1 MB,5,1
1692, Productivity, OS X 10.7 or later,To Writer Pro,10,1.0, 1.7 MB,1,1
1693, Utilities, OS X 10.8  ,TinyWord,8,3.6, 6.4 MB,1,1
1694, Productivity, OS X 10.6  ,Tiny PDF Editor - PDF Signer,0,2.1, 592.7 KB,1,0
1695, Productivity, OS X 10.7  ,Tiny House Estimator,5,0.0, 9.8 MB,1,1
1696, Utilities, OS X 10.8  ,Tiny Calendar,1,3.4, 101 KB,1,1
1697, Business, OS 10.12  ,Tinting,5,0.0, 1.4 MB,1,1
1698, Business, OS X 10.7  ,TimeTracker,0,1.8, 899.7 KB,1,0
1699, Productivity, OS X 10.11  ,TimeTag - Manage Your Time,0,3.8, 14.7 MB,1,0
1700, Business, OS X 10.10  ,TimeTable 3,20,5.0, 7.3 MB,6,1
1701, Business, OS X 10.5 or later,TimeTable,0,4.6, 1.8 MB,5,0
1702, Productivity, OS 10.13  ,TimeStory,20,0.0, 9.4 MB,1,1
1703, Productivity, OS X 10.8  ,Timesheet Builder Plus,5,0.0, 11.4 MB,1,1
1704, Business, OS X 10.6  ,Timesheet,9,1.0, 354.9 KB,2,1
1705, Productivity, OS 10.13  ,TimeReport,0,0.0, 5.6 MB,1,0
1706, Productivity, OS X 10.11  ,Timer4Conference,10,0.0, 6.1 MB,1,1
1707, Business, OS X 10.10  ,TimerCat - A simple pomodoro productivity timer,2,1.0, 907.9 KB,1,1
1708, Utilities, OS X 10.8  ,TimePreserver,15,0.0, 1.1 MB,1,1
1709, Utilities, OS X 10.8  ,TimePreserver Lite,0,0.0, 1.1 MB,1,0
1710, Productivity, OS X 10.9  ,TimeMyDay,17,1.0, 3.9 MB,1,1
1711, Productivity, OS 10.13  ,Timemator Basic,0,5.0, 12.6 MB,2,0
1712, Business, OS 10.15  ,TimeMan,5,0.0, 1.8 MB,2,1
1713, Utilities, OS X 10.6  ,Time Zones,3,3.0, 7.3 MB,1,1
1714, Utilities, OS X 10.8  ,Time Zone Converter,1,2.6, 137.8 KB,1,1
1715, Productivity, OS X 10.11  ,Time Tracker For JIRA,3,3.0, 4.3 MB,1,1
1716, Business, OS 10.12  ,Time Performance Widget,0,0.0, 4.4 MB,1,0
